[certcurves] training Aethelred(GCN, robust=1) on AIDS ...
Epoch: 0, train_acc: 0.8210, val_acc: 0.9250, train_loss: 0.4178
Val improved
Epoch: 1, train_acc: 0.9550, val_acc: 0.9725, train_loss: 0.1424
Val improved
Epoch: 2, train_acc: 0.9750, val_acc: 0.9775, train_loss: 0.0877
Val improved
Epoch: 3, train_acc: 0.9810, val_acc: 0.9900, train_loss: 0.0702
Val improved
Epoch: 4, train_acc: 0.9820, val_acc: 0.9850, train_loss: 0.0685
Epoch: 5, train_acc: 0.9820, val_acc: 0.9800, train_loss: 0.0664
Epoch: 6, train_acc: 0.9770, val_acc: 0.9800, train_loss: 0.0717
Epoch: 7, train_acc: 0.9870, val_acc: 0.9800, train_loss: 0.0602
Epoch: 8, train_acc: 0.9830, val_acc: 0.9800, train_loss: 0.0658
Epoch: 9, train_acc: 0.9790, val_acc: 0.9775, train_loss: 0.0788
Epoch: 10, train_acc: 0.9800, val_acc: 0.9550, train_loss: 0.0646
Epoch: 11, train_acc: 0.9760, val_acc: 0.9750, train_loss: 0.0730
Epoch: 12, train_acc: 0.9810, val_acc: 0.9825, train_loss: 0.0697
Epoch: 13, train_acc: 0.9870, val_acc: 0.9850, train_loss: 0.0562
Epoch: 14, train_acc: 0.9840, val_acc: 0.9700, train_loss: 0.0654
Epoch: 15, train_acc: 0.9720, val_acc: 0.9875, train_loss: 0.0816
Epoch: 16, train_acc: 0.9850, val_acc: 0.9850, train_loss: 0.0573
Epoch: 17, train_acc: 0.9740, val_acc: 0.9850, train_loss: 0.0835
Epoch: 18, train_acc: 0.9830, val_acc: 0.9725, train_loss: 0.0684
Epoch: 19, train_acc: 0.9730, val_acc: 0.9850, train_loss: 0.0784
Epoch: 20, train_acc: 0.9840, val_acc: 0.9875, train_loss: 0.0643
Epoch: 21, train_acc: 0.9870, val_acc: 0.9850, train_loss: 0.0500
Epoch: 22, train_acc: 0.9860, val_acc: 0.9875, train_loss: 0.0569
Epoch: 23, train_acc: 0.9750, val_acc: 0.9650, train_loss: 0.0728
Epoch: 24, train_acc: 0.9780, val_acc: 0.9825, train_loss: 0.0726
Epoch: 25, train_acc: 0.9880, val_acc: 0.9875, train_loss: 0.0486
Epoch: 26, train_acc: 0.9900, val_acc: 0.9850, train_loss: 0.0521
Epoch: 27, train_acc: 0.9880, val_acc: 0.9850, train_loss: 0.0513
Epoch: 28, train_acc: 0.9840, val_acc: 0.9850, train_loss: 0.0653
Epoch: 29, train_acc: 0.9740, val_acc: 0.9850, train_loss: 0.0823
Epoch: 30, train_acc: 0.9740, val_acc: 0.9850, train_loss: 0.0853
Epoch: 31, train_acc: 0.9760, val_acc: 0.9850, train_loss: 0.0871
Epoch: 32, train_acc: 0.9800, val_acc: 0.9525, train_loss: 0.0653
Epoch: 33, train_acc: 0.9790, val_acc: 0.9800, train_loss: 0.0779
Epoch: 34, train_acc: 0.9860, val_acc: 0.9800, train_loss: 0.0583
Epoch: 35, train_acc: 0.9820, val_acc: 0.9900, train_loss: 0.0601
Epoch: 36, train_acc: 0.9880, val_acc: 0.9850, train_loss: 0.0489
Epoch: 37, train_acc: 0.9860, val_acc: 0.9850, train_loss: 0.0602
Epoch: 38, train_acc: 0.9860, val_acc: 0.9875, train_loss: 0.0543
Epoch: 39, train_acc: 0.9870, val_acc: 0.9900, train_loss: 0.0510
