figure,dataset,x_axis,curve,x,certified_accuracy
16,DD,Perturbation Size,h=md5,33,0.011
16,DD,Perturbation Size,h=md5,34,0.011
16,DD,Perturbation Size,h=md5,37,0.011
16,DD,Perturbation Size,h=sha1,0,0.822
16,DD,Perturbation Size,h=sha1,1,0.81
16,DD,Perturbation Size,h=sha1,2,0.779
16,DD,Perturbation Size,h=sha1,3,0.76
16,DD,Perturbation Size,h=sha1,4,0.748
16,DD,Perturbation Size,h=sha1,5,0.721
16,DD,Perturbation Size,h=sha1,6,0.698
16,DD,Perturbation Size,h=sha1,7,0.667
16,DD,Perturbation Size,h=sha1,8,0.641
16,DD,Perturbation Size,h=sha1,9,0.605
16,DD,Perturbation Size,h=sha1,10,0.57
16,DD,Perturbation Size,h=sha1,11,0.538
16,DD,Perturbation Size,h=sha1,12,0.51
16,DD,Perturbation Size,h=sha1,13,0.474
16,DD,Perturbation Size,h=sha1,14,0.451
16,DD,Perturbation Size,h=sha1,15,0.418
16,DD,Perturbation Size,h=sha1,16,0.375
16,DD,Perturbation Size,h=sha1,17,0.333
16,DD,Perturbation Size,h=sha1,18,0.287
16,DD,Perturbation Size,h=sha1,19,0.248
16,DD,Perturbation Size,h=sha1,20,0.225
16,DD,Perturbation Size,h=sha1,21,0.2
16,DD,Perturbation Size,h=sha1,22,0.149
16,DD,Perturbation Size,h=sha1,23,0.101
16,DD,Perturbation Size,h=sha1,24,0.055
16,DD,Perturbation Size,h=sha1,25,0.025
16,DD,Perturbation Size,h=sha1,26,0.014
16,DD,Perturbation Size,h=sha1,27,0.014
16,DD,Perturbation Size,h=sha1,28,0.014
16,DD,Perturbation Size,h=sha1,29,0.014
16,DD,Perturbation Size,h=sha1,30,0.014
16,DD,Perturbation Size,h=sha1,31,0.014
16,DD,Perturbation Size,h=sha1,32,0.014
16,DD,Perturbation Size,h=sha1,33,0.014
16,DD,Perturbation Size,h=sha1,34,0.014
16,DD,Perturbation Size,h=sha1,35,0.014
16,DD,Perturbation Size,h=sha1,36,0.014
16,DD,Perturbation Size,h=sha1,37,0.014
16,DD,Perturbation Size,h=sha1,38,0.014
16,DD,Perturbation Size,h=sha1,39,0.014
16,DD,Perturbation Size,h=sha256,0,0.785
16,DD,Perturbation Size,h=sha256,1,0.772
16,DD,Perturbation Size,h=sha256,2,0.746
16,DD,Perturbation Size,h=sha256,3,0.728
16,DD,Perturbation Size,h=sha256,4,0.714
16,DD,Perturbation Size,h=sha256,5,0.689
16,DD,Perturbation Size,h=sha256,6,0.666
16,DD,Perturbation Size,h=sha256,7,0.639
16,DD,Perturbation Size,h=sha256,8,0.615
16,DD,Perturbation Size,h=sha256,9,0.577
16,DD,Perturbation Size,h=sha256,10,0.545
16,DD,Perturbation Size,h=sha256,11,0.513
16,DD,Perturbation Size,h=sha256,12,0.487
16,DD,Perturbation Size,h=sha256,13,0.451
16,DD,Perturbation Size,h=sha256,14,0.428
16,DD,Perturbation Size,h=sha256,15,0.395
16,DD,Perturbation Size,h=sha256,16,0.355
16,DD,Perturbation Size,h=sha256,17,0.313
16,DD,Perturbation Size,h=sha256,18,0.269
16,DD,Perturbation Size,h=sha256,19,0.231
16,DD,Perturbation Size,h=sha256,20,0.207
16,DD,Perturbation Size,h=sha256,21,0.182
16,DD,Perturbation Size,h=sha256,22,0.133
16,DD,Perturbation Size,h=sha256,23,0.085
16,DD,Perturbation Size,h=sha256,24,0.039
16,DD,Perturbation Size,h=sha256,25,0.013
16,DD,Perturbation Size,h=sha256,26,0.005
16,DD,Perturbation Size,h=sha256,27,0.005
16,DD,Perturbation Size,h=sha256,28,0.005
16,DD,Perturbation Size,h=sha256,29,0.005
16,DD,Perturbation Size,h=sha256,30,0.005
16,DD,Perturbation Size,h=sha256,31,0.005
16,DD,Perturbation Size,h=sha256,32,0.005
16,DD,Perturbation Size,h=sha256,33,0.005
16,DD,Perturbation Size,h=sha256,34,0.005
16,DD,Perturbation Size,h=sha256,35,0.005
16,DD,Perturbation Size,h=sha256,36,0.005
16,DD,Perturbation Size,h=sha256,37,0.005
16,DD,Perturbation Size,h=sha256,38,0.005
16,DD,Perturbation Size,h=sha256,39,0.005
17,AIDS,Perturbation Size,h=md5,0,0.961
17,AIDS,Perturbation Size,h=md5,1,0.931
17,AIDS,Perturbation Size,h=md5,2,0.828
17,AIDS,Perturbation Size,h=md5,3,0.624
17,AIDS,Perturbation Size,h=md5,4,0.31
17,AIDS,Perturbation Size,h=md5,5,0.041
17,AIDS,Perturbation Size,h=md5,6,0.017
17,AIDS,Perturbation Size,h=md5,8,0.021
17,AIDS,Perturbation Size,h=md5,11,0.021
17,AIDS,Perturbation Size,h=md5,14,0.007
17,AIDS,Perturbation Size,h=md5,23,0.011
17,AIDS,Perturbation Size,h=sha1,0,0.98
17,AIDS,Perturbation Size,h=sha1,1,0.949
17,AIDS,Perturbation Size,h=sha1,2,0.855
17,AIDS,Perturbation Size,h=sha1,3,0.699
17,AIDS,Perturbation Size,h=sha1,4,0.363
17,AIDS,Perturbation Size,h=sha1,5,0.053
17,AIDS,Perturbation Size,h=sha1,6,0.03
17,AIDS,Perturbation Size,h=sha1,7,0.03
17,AIDS,Perturbation Size,h=sha1,8,0.023
17,AIDS,Perturbation Size,h=sha1,11,0.02
17,AIDS,Perturbation Size,h=sha1,14,0.007
17,AIDS,Perturbation Size,h=sha256,0,0.911
17,AIDS,Perturbation Size,h=sha256,1,0.883
17,AIDS,Perturbation Size,h=sha256,2,0.793
17,AIDS,Perturbation Size,h=sha256,3,0.582
17,AIDS,Perturbation Size,h=sha256,4,0.278
17,AIDS,Perturbation Size,h=sha256,5,0.048
17,AIDS,Perturbation Size,h=sha256,6,0.024
17,AIDS,Perturbation Size,h=sha256,7,0.023
17,AIDS,Perturbation Size,h=sha256,8,0.022
17,AIDS,Perturbation Size,h=sha256,9,0.02
17,AIDS,Perturbation Size,h=sha256,10,0.02
17,AIDS,Perturbation Size,h=sha256,11,0.02
17,AIDS,Perturbation Size,h=sha256,12,0.016
17,AIDS,Perturbation Size,h=sha256,13,0.011
17,AIDS,Perturbation Size,h=sha256,14,0.008
17,AIDS,Perturbation Size,h=sha256,15,0.005
17,AIDS,Perturbation Size,h=sha256,16,0.007
17,AIDS,Perturbation Size,h=sha256,17,0.007
17,AIDS,Perturbation Size,h=sha256,18,0.007
17,AIDS,Perturbation Size,h=sha256,19,0.009
17,AIDS,Perturbation Size,h=sha256,20,0.007
17,AIDS,Perturbation Size,h=sha256,21,0.007
17,AIDS,Perturbation Size,h=sha256,22,0.007
17,AIDS,Perturbation Size,h=sha256,23,0.007
17,AIDS,Perturbation Size,h=sha256,24,0.007
17,MUTAG,Perturbation Size,h=md5,1,0.552
17,MUTAG,Perturbation Size,h=md5,2,0.503
17,MUTAG,Perturbation Size,h=md5,3,0.398
17,MUTAG,Perturbation Size,h=md5,4,0.357
17,MUTAG,Perturbation Size,h=md5,5,0.285
17,MUTAG,Perturbation Size,h=md5,6,0.244
17,MUTAG,Perturbation Size,h=md5,7,0.202
17,MUTAG,Perturbation Size,h=md5,10,0.055
17,MUTAG,Perturbation Size,h=sha1,0,0.625
17,MUTAG,Perturbation Size,h=sha1,1,0.554
17,MUTAG,Perturbation Size,h=sha1,2,0.475
17,MUTAG,Perturbation Size,h=sha1,3,0.402
17,MUTAG,Perturbation Size,h=sha1,4,0.333
17,MUTAG,Perturbation Size,h=sha1,5,0.292
17,MUTAG,Perturbation Size,h=sha1,6,0.251
17,MUTAG,Perturbation Size,h=sha1,7,0.218
17,MUTAG,Perturbation Size,h=sha1,8,0.151
17,MUTAG,Perturbation Size,h=sha1,11,0.014
17,MUTAG,Perturbation Size,h=sha1,14,0.003
17,MUTAG,Perturbation Size,h=sha1,20,0.016
17,MUTAG,Perturbation Size,h=sha1,21,0.016
17,MUTAG,Perturbation Size,h=sha1,22,0.015
17,MUTAG,Perturbation Size,h=sha1,23,0.014
17,MUTAG,Perturbation Size,h=sha1,24,0.015
17,MUTAG,Perturbation Size,h=sha256,0,0.644
17,MUTAG,Perturbation Size,h=sha256,1,0.57
17,MUTAG,Perturbation Size,h=sha256,2,0.492
17,MUTAG,Perturbation Size,h=sha256,3,0.409
17,MUTAG,Perturbation Size,h=sha256,4,0.343
17,MUTAG,Perturbation Size,h=sha256,5,0.299
17,MUTAG,Perturbation Size,h=sha256,6,0.246
17,MUTAG,Perturbation Size,h=sha256,7,0.207
17,MUTAG,Perturbation Size,h=sha256,8,0.157
17,MUTAG,Perturbation Size,h=sha256,9,0.101
17,MUTAG,Perturbation Size,h=sha256,10,0.048
17,MUTAG,Perturbation Size,h=sha256,11,0.016
17,MUTAG,Perturbation Size,h=sha256,12,0.005
17,MUTAG,Perturbation Size,h=sha256,13,0.005
17,MUTAG,Perturbation Size,h=sha256,14,0.003
17,MUTAG,Perturbation Size,h=sha256,15,0.003
17,MUTAG,Perturbation Size,h=sha256,16,0.006
17,MUTAG,Perturbation Size,h=sha256,17,0.008
17,MUTAG,Perturbation Size,h=sha256,18,0.007
17,MUTAG,Perturbation Size,h=sha256,19,0.008
17,MUTAG,Perturbation Size,h=sha256,20,0.007
17,MUTAG,Perturbation Size,h=sha256,21,0.007
17,MUTAG,Perturbation Size,h=sha256,22,0.007
17,MUTAG,Perturbation Size,h=sha256,23,0.007
17,MUTAG,Perturbation Size,h=sha256,24,0.007
17,PROTEINS,Perturbation Size,h=md5,0,0.77
17,PROTEINS,Perturbation Size,h=md5,1,0.717
17,PROTEINS,Perturbation Size,h=md5,2,0.68
17,PROTEINS,Perturbation Size,h=md5,3,0.637
17,PROTEINS,Perturbation Size,h=md5,4,0.611
17,PROTEINS,Perturbation Size,h=md5,5,0.575
17,PROTEINS,Perturbation Size,h=md5,6,0.533
17,PROTEINS,Perturbation Size,h=md5,7,0.506
17,PROTEINS,Perturbation Size,h=md5,8,0.469
17,PROTEINS,Perturbation Size,h=md5,9,0.453
17,PROTEINS,Perturbation Size,h=md5,10,0.391
17,PROTEINS,Perturbation Size,h=md5,11,0.26
17,PROTEINS,Perturbation Size,h=md5,12,0.237
17,PROTEINS,Perturbation Size,h=md5,13,0.17
17,PROTEINS,Perturbation Size,h=md5,14,0.152
17,PROTEINS,Perturbation Size,h=md5,15,0.145
17,PROTEINS,Perturbation Size,h=md5,17,0.108
17,PROTEINS,Perturbation Size,h=md5,19,0.082
17,PROTEINS,Perturbation Size,h=md5,21,0.039
17,PROTEINS,Perturbation Size,h=sha1,0,0.748
17,PROTEINS,Perturbation Size,h=sha1,1,0.697
17,PROTEINS,Perturbation Size,h=sha1,2,0.663
17,PROTEINS,Perturbation Size,h=sha1,3,0.616
17,PROTEINS,Perturbation Size,h=sha1,4,0.591
17,PROTEINS,Perturbation Size,h=sha1,5,0.566
17,PROTEINS,Perturbation Size,h=sha1,6,0.522
17,PROTEINS,Perturbation Size,h=sha1,7,0.494
17,PROTEINS,Perturbation Size,h=sha1,8,0.455
17,PROTEINS,Perturbation Size,h=sha1,9,0.421
17,PROTEINS,Perturbation Size,h=sha1,10,0.345
17,PROTEINS,Perturbation Size,h=sha1,11,0.259
17,PROTEINS,Perturbation Size,h=sha1,12,0.202
17,PROTEINS,Perturbation Size,h=sha1,13,0.156
17,PROTEINS,Perturbation Size,h=sha1,14,0.14
17,PROTEINS,Perturbation Size,h=sha1,15,0.126
17,PROTEINS,Perturbation Size,h=sha1,16,0.108
17,PROTEINS,Perturbation Size,h=sha1,17,0.091
17,PROTEINS,Perturbation Size,h=sha1,18,0.078
17,PROTEINS,Perturbation Size,h=sha1,19,0.055
17,PROTEINS,Perturbation Size,h=sha1,20,0.037
17,PROTEINS,Perturbation Size,h=sha1,21,0.011
17,PROTEINS,Perturbation Size,h=sha256,0,0.784
17,PROTEINS,Perturbation Size,h=sha256,1,0.731
17,PROTEINS,Perturbation Size,h=sha256,2,0.694
17,PROTEINS,Perturbation Size,h=sha256,3,0.648
17,PROTEINS,Perturbation Size,h=sha256,4,0.622
17,PROTEINS,Perturbation Size,h=sha256,5,0.591
17,PROTEINS,Perturbation Size,h=sha256,6,0.547
17,PROTEINS,Perturbation Size,h=sha256,7,0.515
17,PROTEINS,Perturbation Size,h=sha256,8,0.476
17,PROTEINS,Perturbation Size,h=sha256,9,0.439
17,PROTEINS,Perturbation Size,h=sha256,10,0.363
17,PROTEINS,Perturbation Size,h=sha256,11,0.274
17,PROTEINS,Perturbation Size,h=sha256,12,0.214
17,PROTEINS,Perturbation Size,h=sha256,13,0.178
17,PROTEINS,Perturbation Size,h=sha256,14,0.157
17,PROTEINS,Perturbation Size,h=sha256,15,0.149
17,PROTEINS,Perturbation Size,h=sha256,16,0.126
17,PROTEINS,Perturbation Size,h=sha256,17,0.107
17,PROTEINS,Perturbation Size,h=sha256,18,0.099
17,PROTEINS,Perturbation Size,h=sha256,19,0.083
17,PROTEINS,Perturbation Size,h=sha256,20,0.061
17,PROTEINS,Perturbation Size,h=sha256,21,0.03
17,DD,Perturbation Size,h=md5,0,0.782
17,DD,Perturbation Size,h=md5,1,0.754
17,DD,Perturbation Size,h=md5,2,0.708
17,DD,Perturbation Size,h=md5,8,0.437
17,DD,Perturbation Size,h=md5,9,0.384
17,DD,Perturbation Size,h=md5,10,0.337
17,DD,Perturbation Size,h=md5,11,0.3
17,DD,Perturbation Size,h=md5,13,0.216
17,DD,Perturbation Size,h=md5,14,0.166
17,DD,Perturbation Size,h=md5,18,0.032
17,DD,Perturbation Size,h=md5,22,0.011
17,DD,Perturbation Size,h=md5,26,0.011
17,DD,Perturbation Size,h=md5,29,0.011
17,DD,Perturbation Size,h=md5,33,0.011
17,DD,Perturbation Size,h=md5,34,0.011
17,DD,Perturbation Size,h=md5,37,0.011
17,DD,Perturbation Size,h=sha1,0,0.764
17,DD,Perturbation Size,h=sha1,1,0.737
17,DD,Perturbation Size,h=sha1,2,0.697
17,DD,Perturbation Size,h=sha1,3,0.651
17,DD,Perturbation Size,h=sha1,4,0.614
17,DD,Perturbation Size,h=sha1,5,0.593
17,DD,Perturbation Size,h=sha1,6,0.548
17,DD,Perturbation Size,h=sha1,7,0.497
17,DD,Perturbation Size,h=sha1,8,0.446
17,DD,Perturbation Size,h=sha1,9,0.391
17,DD,Perturbation Size,h=sha1,10,0.34
17,DD,Perturbation Size,h=sha1,11,0.306
17,DD,Perturbation Size,h=sha1,12,0.243
17,DD,Perturbation Size,h=sha1,13,0.189
17,DD,Perturbation Size,h=sha1,14,0.139
17,DD,Perturbation Size,h=sha1,15,0.087
17,DD,Perturbation Size,h=sha1,16,0.048
17,DD,Perturbation Size,h=sha1,17,0.03
17,DD,Perturbation Size,h=sha1,18,0.034
17,DD,Perturbation Size,h=sha1,19,0.005
17,DD,Perturbation Size,h=sha1,20,0.021
17,DD,Perturbation Size,h=sha1,21,0.014
17,DD,Perturbation Size,h=sha1,22,0.014
17,DD,Perturbation Size,h=sha1,23,0.014
17,DD,Perturbation Size,h=sha1,24,0.014
17,DD,Perturbation Size,h=sha1,25,0.014
17,DD,Perturbation Size,h=sha1,26,0.014
17,DD,Perturbation Size,h=sha1,27,0.014
17,DD,Perturbation Size,h=sha1,28,0.014
17,DD,Perturbation Size,h=sha1,29,0.014
17,DD,Perturbation Size,h=sha1,30,0.014
17,DD,Perturbation Size,h=sha1,31,0.014
17,DD,Perturbation Size,h=sha1,32,0.014
17,DD,Perturbation Size,h=sha1,33,0.014
17,DD,Perturbation Size,h=sha1,34,0.014
17,DD,Perturbation Size,h=sha1,35,0.014
17,DD,Perturbation Size,h=sha1,36,0.014
17,DD,Perturbation Size,h=sha1,37,0.014
17,DD,Perturbation Size,h=sha1,38,0.014
17,DD,Perturbation Size,h=sha1,39,0.014
17,DD,Perturbation Size,h=sha256,0,0.793
17,DD,Perturbation Size,h=sha256,1,0.766
17,DD,Perturbation Size,h=sha256,2,0.724
17,DD,Perturbation Size,h=sha256,3,0.676
17,DD,Perturbation Size,h=sha256,4,0.637
17,DD,Perturbation Size,h=sha256,5,0.616
17,DD,Perturbation Size,h=sha256,6,0.57
17,DD,Perturbation Size,h=sha256,7,0.517
17,DD,Perturbation Size,h=sha256,8,0.464
17,DD,Perturbation Size,h=sha256,9,0.409
17,DD,Perturbation Size,h=sha256,10,0.354
17,DD,Perturbation Size,h=sha256,11,0.321
17,DD,Perturbation Size,h=sha256,12,0.264
17,DD,Perturbation Size,h=sha256,13,0.207
17,DD,Perturbation Size,h=sha256,14,0.156
17,DD,Perturbation Size,h=sha256,15,0.101
17,DD,Perturbation Size,h=sha256,16,0.063
17,DD,Perturbation Size,h=sha256,17,0.044
17,DD,Perturbation Size,h=sha256,18,0.022
17,DD,Perturbation Size,h=sha256,19,0.017
17,DD,Perturbation Size,h=sha256,20,0.009
17,DD,Perturbation Size,h=sha256,21,0.005
17,DD,Perturbation Size,h=sha256,22,0.005
17,DD,Perturbation Size,h=sha256,23,0.005
17,DD,Perturbation Size,h=sha256,24,0.005
17,DD,Perturbation Size,h=sha256,25,0.005
17,DD,Perturbation Size,h=sha256,26,0.005
17,DD,Perturbation Size,h=sha256,27,0.005
17,DD,Perturbation Size,h=sha256,28,0.005
17,DD,Perturbation Size,h=sha256,29,0.005
17,DD,Perturbation Size,h=sha256,30,0.005
17,DD,Perturbation Size,h=sha256,31,0.005
17,DD,Perturbation Size,h=sha256,32,0.005
17,DD,Perturbation Size,h=sha256,33,0.005
17,DD,Perturbation Size,h=sha256,34,0.005
17,DD,Perturbation Size,h=sha256,35,0.005
17,DD,Perturbation Size,h=sha256,36,0.005
17,DD,Perturbation Size,h=sha256,37,0.005
17,DD,Perturbation Size,h=sha256,38,0.005
17,DD,Perturbation Size,h=sha256,39,0.005
